person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
45,62933,RENT,14,PERSONAL,B,7210,9.560551228551834,0,N,9
44,67307,OWN,7,MEDICAL,B,34850,9.430627685486,0,N,11
64,68340,OWN,8,EDUCATION,A,1587,14.37364308247893,0,N,13
60,122951,OWN,10,PERSONAL,D,30443,7.021914198240908,0,Y,3
48,128306,OTHER,21,HOMEIMPROVEMENT,G,11999,19.900140459516788,1,N,9
34,106338,MORTGAGE,33,PERSONAL,B,16845,9.308559824598998,0,N,7
64,63601,OTHER,34,VENTURE,D,11415,10.740716996954328,0,Y,2
20,95956,OTHER,12,HOMEIMPROVEMENT,E,22964,8.363975401218244,0,N,14
44,92178,MORTGAGE,10,PERSONAL,G,11375,14.652440534877206,1,N,15
26,105311,OTHER,31,DEBTCONSOLIDATION,B,17148,5.907329442750578,0,N,11
28,48754,RENT,14,MEDICAL,D,6913,18.917129854340217,1,N,10
43,63310,RENT,37,EDUCATION,A,22410,9.559780637357582,0,N,12
20,89893,OTHER,0,DEBTCONSOLIDATION,C,30351,18.910628951538627,1,N,17
63,106799,OWN,23,HOMEIMPROVEMENT,C,26935,8.803087961157287,0,N,9
27,140007,OTHER,39,MEDICAL,C,33938,12.706822503450926,0,N,16
43,68367,OWN,21,PERSONAL,A,21608,15.427575226902423,0,Y,22
30,33201,OTHER,2,DEBTCONSOLIDATION,D,3108,14.189403190862148,0,N,15
36,22739,RENT,13,VENTURE,B,16476,12.687388465885022,1,N,5
27,33231,OWN,1,VENTURE,A,10850,16.827990692845958,0,N,13
54,145610,RENT,31,MEDICAL,B,10987,12.057410577587131,0,N,29
54,127814,OTHER,37,VENTURE,E,34164,9.99761662350742,0,N,18
52,62495,MORTGAGE,32,EDUCATION,F,26379,15.778893914969807,0,N,19
24,41168,OWN,5,MEDICAL,C,20388,19.059073194546265,1,N,22
61,52624,OWN,38,MEDICAL,A,12961,14.020780626566342,0,N,6
58,30635,OTHER,24,VENTURE,A,9846,9.195639914015205,0,N,9
60,29964,OTHER,33,MEDICAL,A,8644,16.442132093473163,0,N,22
47,47785,OWN,10,PERSONAL,A,25843,16.428871760930228,1,N,6
26,115046,MORTGAGE,36,HOMEIMPROVEMENT,B,2092,9.002961879609453,0,N,4
28,102797,OTHER,6,DEBTCONSOLIDATION,B,10513,10.76945407813457,0,N,24
27,104790,OTHER,21,HOMEIMPROVEMENT,A,4079,7.114172411637717,0,N,23
31,96928,OTHER,38,DEBTCONSOLIDATION,E,13167,6.19501365976676,0,N,17
53,32336,MORTGAGE,9,VENTURE,C,3135,17.110440830721014,0,N,22
52,97475,OWN,20,EDUCATION,D,31236,10.588643805671765,0,N,28
67,47412,RENT,5,EDUCATION,B,22305,9.219679390363313,0,N,3
42,102212,OTHER,0,VENTURE,B,1686,8.841369803619717,0,N,5
43,95379,MORTGAGE,33,VENTURE,B,10166,6.122084083895454,0,N,4
56,65591,OWN,13,MEDICAL,B,17457,19.772941075011396,0,N,29
54,81750,OWN,35,EDUCATION,C,17964,10.505683511501337,0,Y,13
63,110648,MORTGAGE,26,HOMEIMPROVEMENT,B,28716,7.463741187147628,0,N,24
59,116134,OTHER,8,VENTURE,D,25798,17.962105247426482,0,N,10
41,55454,RENT,5,HOMEIMPROVEMENT,E,13199,15.84679764550917,1,N,20
46,118537,OTHER,30,DEBTCONSOLIDATION,B,18280,14.939312219739218,0,Y,24
54,82672,OWN,16,HOMEIMPROVEMENT,A,3433,9.458220695605183,0,N,14
20,47228,RENT,35,EDUCATION,F,8452,11.231883607364992,0,N,15
54,34429,OTHER,20,DEBTCONSOLIDATION,C,3169,17.61631005460607,0,N,10
56,104294,RENT,26,HOMEIMPROVEMENT,C,34590,14.598458565079627,1,N,6
66,87808,MORTGAGE,27,MEDICAL,C,27787,10.184781629639865,0,N,9
33,102886,OTHER,15,MEDICAL,A,12526,6.639197276880223,0,N,25
22,135577,OWN,34,EDUCATION,A,3139,18.504056469852706,0,N,29
20,73015,OWN,35,MEDICAL,A,29425,19.333061812663853,1,N,24
24,108074,RENT,34,VENTURE,A,3649,15.781923866157456,0,N,2
45,88936,MORTGAGE,18,DEBTCONSOLIDATION,B,2489,15.370877162409679,0,N,22
33,100907,OTHER,20,EDUCATION,A,18039,13.06565057111067,0,N,17
58,77378,MORTGAGE,32,DEBTCONSOLIDATION,E,4718,19.57265654180425,0,N,14
46,57310,MORTGAGE,22,HOMEIMPROVEMENT,C,21366,15.412256884326755,0,N,11
28,121827,RENT,5,VENTURE,B,8444,6.151015302690745,0,N,10
34,103683,RENT,31,EDUCATION,A,7209,6.375940897612501,0,N,17
34,88827,OTHER,21,HOMEIMPROVEMENT,C,8866,19.45358750180801,0,N,10
45,55256,OWN,2,HOMEIMPROVEMENT,A,23360,19.149192241334806,1,N,13
61,96428,OTHER,34,HOMEIMPROVEMENT,C,7611,13.367537342365203,0,N,23
32,119862,MORTGAGE,15,HOMEIMPROVEMENT,D,30105,8.212111461514528,0,N,25
51,122994,RENT,24,HOMEIMPROVEMENT,B,9329,13.752586364914396,0,N,5
58,58889,MORTGAGE,16,EDUCATION,A,34843,16.453157811196142,1,N,10
68,71428,RENT,38,MEDICAL,D,30853,5.12423486918927,0,N,19
51,130502,OWN,12,HOMEIMPROVEMENT,B,21288,17.3421888604507,0,Y,17
23,57207,MORTGAGE,27,VENTURE,A,14627,11.971958394522712,0,N,3
49,70255,RENT,10,EDUCATION,B,29807,11.947459522893556,0,N,15
56,125824,OTHER,9,PERSONAL,E,1448,11.514601444254343,0,N,24
42,111531,OTHER,38,MEDICAL,A,1068,15.37769141825211,0,N,5
58,25409,OTHER,23,VENTURE,E,24480,8.141922460624414,1,N,12
64,62438,MORTGAGE,37,HOMEIMPROVEMENT,A,5908,14.099906539829615,0,N,5
34,130410,RENT,23,EDUCATION,A,29208,5.661451678500994,0,N,3
62,130238,RENT,32,EDUCATION,C,8369,17.170240778945868,0,N,16
48,115359,RENT,16,HOMEIMPROVEMENT,A,29308,17.23165278182271,1,N,26
55,27869,MORTGAGE,35,VENTURE,B,27595,9.678199303319435,1,N,19
32,121260,RENT,34,EDUCATION,A,15252,6.581291390236051,0,Y,10
51,76862,OWN,5,DEBTCONSOLIDATION,B,28628,16.216234328538114,0,N,13
26,107937,MORTGAGE,15,MEDICAL,A,32050,12.053216175871974,0,N,22
41,45958,OWN,27,VENTURE,C,34018,18.874504617095667,1,N,6
47,96302,OWN,31,HOMEIMPROVEMENT,C,33891,10.302269626702481,0,N,8
21,39768,OTHER,25,VENTURE,F,13921,17.622635462078357,0,N,13
61,116330,MORTGAGE,10,DEBTCONSOLIDATION,C,10020,5.37984332055729,0,N,6
64,46145,RENT,24,VENTURE,C,27010,16.59190720069339,1,N,23
25,95622,OWN,30,PERSONAL,C,30589,15.173748146844956,0,N,20
47,128739,MORTGAGE,20,HOMEIMPROVEMENT,E,17979,12.894015273875862,0,N,4
47,46442,RENT,2,MEDICAL,A,28278,18.656388254838046,1,N,16
63,101948,OTHER,11,HOMEIMPROVEMENT,B,24348,19.130167829591443,0,N,20
63,143585,MORTGAGE,39,PERSONAL,C,33790,18.94527744072184,0,N,18
39,45596,MORTGAGE,24,HOMEIMPROVEMENT,A,5972,13.967043944938226,0,N,4
49,95791,MORTGAGE,16,HOMEIMPROVEMENT,E,17015,12.790946767912992,0,N,21
30,62406,RENT,37,MEDICAL,B,25538,9.034580652880916,0,N,16
47,60524,OWN,35,PERSONAL,B,32830,7.431055290641004,0,N,7
44,43332,OWN,35,HOMEIMPROVEMENT,D,16020,13.356417663883915,0,N,12
58,130160,MORTGAGE,18,DEBTCONSOLIDATION,B,1262,7.227450852489737,0,N,15
52,35764,MORTGAGE,1,HOMEIMPROVEMENT,F,16142,7.581734953470891,0,N,5
20,47563,RENT,16,EDUCATION,G,13336,10.351144956453211,1,N,4
46,107675,OTHER,29,HOMEIMPROVEMENT,C,23695,7.801205629104482,0,N,9
32,56370,MORTGAGE,9,MEDICAL,A,19872,12.52592212071481,0,Y,22
60,25062,MORTGAGE,34,EDUCATION,A,23455,14.956242284717344,1,N,4
22,64645,OTHER,35,DEBTCONSOLIDATION,B,17597,15.468508646315618,0,N,5
58,142759,MORTGAGE,32,DEBTCONSOLIDATION,E,10857,12.991670152540735,0,N,5
25,27244,OWN,0,DEBTCONSOLIDATION,A,4478,12.826985627238454,0,N,15
27,26372,MORTGAGE,17,PERSONAL,A,17248,12.12216693124214,0,N,13
46,125409,OWN,3,DEBTCONSOLIDATION,A,22749,8.678978211470326,0,N,4
28,146248,RENT,26,VENTURE,B,14149,14.813642474959558,0,N,26
56,105501,RENT,24,MEDICAL,E,8216,14.855437836912673,0,N,21
52,137450,OWN,27,PERSONAL,A,28301,8.837075135607558,0,N,9
61,84471,OWN,21,EDUCATION,A,1847,15.508535340794083,0,Y,26
63,130533,OTHER,24,VENTURE,C,22886,17.870079968540832,0,N,24
43,36956,OWN,16,PERSONAL,D,5671,13.920640994535626,0,N,20
34,60473,OWN,11,MEDICAL,D,5153,6.763094320232901,0,N,15
51,33894,MORTGAGE,15,EDUCATION,D,9571,9.908910631492116,0,N,2
51,130584,OTHER,36,MEDICAL,A,31456,6.391819132352091,0,N,26
43,118918,OWN,15,MEDICAL,B,10353,9.530466424731962,0,Y,21
60,89586,OWN,16,EDUCATION,G,1065,8.179163664684092,1,N,15
68,36709,OWN,30,DEBTCONSOLIDATION,G,15301,13.319433000116899,1,Y,20
68,101258,MORTGAGE,14,HOMEIMPROVEMENT,C,18181,11.353167337176213,0,N,29
31,138428,MORTGAGE,12,MEDICAL,C,11008,15.840261240057789,0,N,8
58,35210,MORTGAGE,39,DEBTCONSOLIDATION,F,6290,10.445634800491586,0,N,14
21,69510,RENT,26,EDUCATION,B,32474,7.320809754027971,0,Y,27
22,122081,MORTGAGE,20,MEDICAL,A,1631,8.540373735277882,0,N,26
68,58674,OWN,1,HOMEIMPROVEMENT,C,29351,13.18674783824826,0,N,24
56,145251,MORTGAGE,7,EDUCATION,F,9383,11.747822531371902,0,N,28
68,120025,MORTGAGE,6,PERSONAL,C,23109,5.639129122679533,0,N,10
36,37733,OTHER,9,PERSONAL,D,2149,8.149182505592368,0,N,24
68,40080,OWN,3,DEBTCONSOLIDATION,B,20387,9.451047297187952,0,N,17
21,122200,MORTGAGE,35,PERSONAL,A,1019,15.880393151256602,0,N,17
21,73412,RENT,34,VENTURE,A,29276,15.956404287970951,1,N,28
47,144476,OTHER,2,MEDICAL,G,1999,15.469814197925007,1,N,9
42,78971,MORTGAGE,17,MEDICAL,B,3534,17.276921976131476,0,N,9
56,59709,OTHER,23,EDUCATION,A,29538,18.108195813856064,1,N,29
51,79846,OTHER,31,VENTURE,F,5425,6.0666234736951905,0,N,25
52,85480,RENT,33,MEDICAL,B,19074,12.395859551119301,0,N,19
20,131768,RENT,1,EDUCATION,D,7328,7.234389267583019,0,N,3
38,72960,RENT,1,HOMEIMPROVEMENT,B,9526,10.310901959713842,0,N,3
21,123550,OWN,9,MEDICAL,A,3553,14.947955781683206,0,Y,24
63,61152,OTHER,22,DEBTCONSOLIDATION,C,19894,14.024880838453676,0,N,25
45,47250,MORTGAGE,14,MEDICAL,G,11242,6.928394254612546,1,N,11
51,105765,RENT,11,HOMEIMPROVEMENT,A,15275,16.356223786090062,0,N,18
25,137265,RENT,16,HOMEIMPROVEMENT,D,10748,16.805251324306425,0,N,9
51,68137,OTHER,17,MEDICAL,A,11357,7.087758175173513,0,N,28
23,102011,OTHER,13,HOMEIMPROVEMENT,B,26364,14.234885827821632,0,N,9
30,138922,OTHER,16,EDUCATION,B,8370,19.17843956912004,0,N,6
36,143360,MORTGAGE,14,MEDICAL,E,20490,6.409112684343919,0,N,4
57,141280,OWN,11,MEDICAL,B,31749,7.469101567973265,0,N,2
43,66412,OWN,15,PERSONAL,B,22302,16.482868420139102,0,N,21
24,63876,RENT,31,DEBTCONSOLIDATION,D,11496,10.053885503675854,0,N,8
53,114547,OWN,22,MEDICAL,A,5303,19.333574104521347,0,N,8
25,93664,MORTGAGE,37,PERSONAL,A,30082,14.36544563472728,0,N,14
41,70227,OWN,33,HOMEIMPROVEMENT,A,25016,12.24800481416253,0,N,22
30,52450,MORTGAGE,33,DEBTCONSOLIDATION,C,4464,10.064952683497635,0,N,7
67,104433,RENT,15,DEBTCONSOLIDATION,B,24364,8.586871052200578,0,N,14
35,93704,OTHER,33,HOMEIMPROVEMENT,E,26146,14.750312035269532,0,N,26
52,26861,MORTGAGE,39,EDUCATION,B,10366,13.880434433905219,0,N,24
28,127294,OTHER,6,PERSONAL,A,22610,10.3686923134821,0,N,3
25,81914,RENT,32,MEDICAL,D,7215,18.766651195151788,1,N,3
35,83888,MORTGAGE,3,PERSONAL,A,28128,16.42705842936084,0,N,3
48,99286,MORTGAGE,6,HOMEIMPROVEMENT,F,23241,8.901010653053696,0,N,16
22,81293,OWN,17,HOMEIMPROVEMENT,A,16285,19.150489586119612,0,N,16
39,102524,MORTGAGE,3,EDUCATION,A,8668,16.333086371999443,0,Y,28
55,88515,RENT,10,DEBTCONSOLIDATION,B,21493,18.456603908476573,1,N,19
38,43524,OTHER,19,DEBTCONSOLIDATION,A,4066,7.043299468745768,0,N,6
45,27065,MORTGAGE,10,HOMEIMPROVEMENT,A,12902,5.4949514184451616,0,N,27
22,57684,RENT,14,PERSONAL,B,10049,12.393773985643598,0,N,15
38,108720,RENT,16,DEBTCONSOLIDATION,A,12992,11.722293034991605,0,N,6
39,53365,MORTGAGE,33,MEDICAL,A,13753,18.047059318726394,0,N,9
51,78876,OWN,11,MEDICAL,A,24630,7.582181514223427,0,N,22
26,43704,MORTGAGE,27,PERSONAL,B,15061,5.3537332652597724,0,N,12
60,77857,MORTGAGE,34,EDUCATION,B,15512,12.938716958939786,0,N,9
52,25622,OWN,7,MEDICAL,A,27432,7.663491610919762,1,N,7
59,103797,RENT,26,PERSONAL,C,13419,5.742634776274707,0,N,27
58,130468,MORTGAGE,21,PERSONAL,C,16651,5.3330968310773645,0,N,5
37,113955,OWN,23,HOMEIMPROVEMENT,C,29338,7.136504832986494,0,N,27
59,120003,OTHER,1,DEBTCONSOLIDATION,B,24929,10.637848765331755,0,N,21
20,111141,OTHER,30,HOMEIMPROVEMENT,A,13631,18.259524924288705,0,N,4
30,114707,OWN,21,DEBTCONSOLIDATION,B,32204,16.40861916030746,0,N,26
47,107700,RENT,0,EDUCATION,E,23073,12.952523561277783,0,N,28
44,135404,OWN,13,EDUCATION,B,30016,11.455171480667488,0,N,28
69,131733,RENT,24,EDUCATION,A,15235,11.836986145683131,0,N,13
42,99332,OTHER,35,PERSONAL,A,1045,18.269666217753414,0,N,12
50,122390,MORTGAGE,35,PERSONAL,F,11126,15.869466962939347,0,N,6
49,116856,OWN,2,HOMEIMPROVEMENT,C,34748,7.580187717568396,0,N,9
61,86201,OTHER,4,MEDICAL,B,22931,19.09597831418713,0,N,12
54,52694,MORTGAGE,0,DEBTCONSOLIDATION,A,4294,16.593725807328276,0,N,12
26,109766,OTHER,18,DEBTCONSOLIDATION,E,20938,5.512341115706326,0,N,21
35,42995,OWN,32,EDUCATION,A,31925,12.53385542085238,1,N,4
45,112320,OWN,29,DEBTCONSOLIDATION,B,8729,14.791726936080792,0,N,12
67,100141,MORTGAGE,11,VENTURE,C,11202,5.914835047595087,0,Y,7
68,102999,OWN,9,EDUCATION,B,7951,10.295902638503934,0,Y,7
21,28419,OTHER,33,DEBTCONSOLIDATION,A,17636,14.724536925887229,1,Y,23
20,67952,MORTGAGE,15,HOMEIMPROVEMENT,A,23084,17.24131511506821,0,N,19
67,143028,MORTGAGE,39,DEBTCONSOLIDATION,E,7296,19.657068434623532,0,N,23
31,53837,OTHER,28,PERSONAL,B,15026,6.8244567940112,0,N,6
24,90799,RENT,14,HOMEIMPROVEMENT,D,19586,14.486035844351248,0,N,6
56,68877,MORTGAGE,10,HOMEIMPROVEMENT,C,20225,18.391845264907737,0,N,20
51,126255,RENT,33,HOMEIMPROVEMENT,F,34038,15.753767894356447,1,N,6
28,65687,OTHER,35,VENTURE,E,31204,14.485994441167724,0,N,27
60,119667,OTHER,29,VENTURE,B,20523,8.216329625147472,0,N,2
54,57276,MORTGAGE,34,DEBTCONSOLIDATION,B,11371,17.229459868958354,0,N,2
38,54523,OWN,8,EDUCATION,C,29329,13.437370746763015,0,N,24
67,86055,MORTGAGE,17,DEBTCONSOLIDATION,C,29429,6.671243450285072,0,N,27
35,74615,OWN,18,DEBTCONSOLIDATION,B,4623,19.034026125969753,0,N,8
22,116642,RENT,38,DEBTCONSOLIDATION,D,22378,19.82586105959884,1,N,10
39,130040,OWN,3,PERSONAL,A,10294,13.0650869555384,0,N,17
43,30514,MORTGAGE,5,HOMEIMPROVEMENT,B,1750,16.647186411091557,0,N,10
52,67456,OWN,32,MEDICAL,C,25123,13.749690588635081,0,N,13
43,27233,OTHER,31,EDUCATION,A,9014,11.333086156532882,0,N,12
30,21102,RENT,15,EDUCATION,B,30259,11.136620505760364,1,N,29
68,86133,OTHER,10,HOMEIMPROVEMENT,F,13392,19.464714483556033,0,N,24
27,66715,OTHER,21,EDUCATION,C,34096,10.531797446486298,0,N,13
55,105193,OTHER,35,HOMEIMPROVEMENT,F,15643,12.356812807171561,0,N,11
57,130545,OTHER,22,EDUCATION,C,21271,8.727361787981472,0,N,10
59,124085,OWN,25,DEBTCONSOLIDATION,C,16386,8.799230816678229,0,N,27
39,129101,OTHER,30,PERSONAL,C,29822,10.343406431212209,0,N,14
54,26256,OWN,28,EDUCATION,A,11962,18.871664543862174,1,N,13
67,141946,OTHER,4,EDUCATION,B,13131,10.948070795518703,0,N,10
44,128684,MORTGAGE,37,MEDICAL,A,7953,13.284342631237399,0,N,20
54,84800,OTHER,24,PERSONAL,G,28500,13.186301998859747,1,N,5
44,148900,MORTGAGE,33,DEBTCONSOLIDATION,A,14856,13.747268864872877,0,N,2
48,114937,OWN,11,PERSONAL,A,18004,17.300651505446908,0,N,14
37,61548,RENT,21,PERSONAL,C,10823,18.518021118269335,1,N,3
65,92090,OWN,8,EDUCATION,B,32609,8.13120301056846,0,N,9
37,98200,RENT,19,VENTURE,A,5935,17.906709229615593,0,N,26
21,62367,RENT,28,EDUCATION,A,31514,13.215606909611672,1,N,26
54,148845,OTHER,28,HOMEIMPROVEMENT,D,10752,18.867042939651796,0,N,13
35,133815,RENT,26,MEDICAL,B,17270,18.742348624581886,1,N,26
60,109922,OWN,16,PERSONAL,A,23458,10.841499366029922,0,N,14
55,90382,OTHER,4,HOMEIMPROVEMENT,B,24065,14.77815111128614,0,N,28
52,147602,RENT,12,DEBTCONSOLIDATION,A,29693,18.071167813730135,1,N,14
23,146270,OWN,14,HOMEIMPROVEMENT,A,17237,10.77063309517366,0,N,2
52,146320,RENT,14,VENTURE,F,29897,5.657380588117409,0,N,28
33,46205,RENT,17,PERSONAL,B,21853,10.397117692467795,0,N,9
40,45570,OTHER,1,EDUCATION,A,34795,10.481062439107987,1,N,6
67,50255,OTHER,22,PERSONAL,G,10024,17.101184012799784,1,N,20
39,41182,OWN,12,MEDICAL,D,12585,9.644352199094449,0,N,23
27,59373,OTHER,3,PERSONAL,A,15092,18.40975545221044,0,N,21
26,63019,OTHER,24,HOMEIMPROVEMENT,B,8800,13.229623069202123,0,N,18
22,82619,MORTGAGE,10,HOMEIMPROVEMENT,E,18772,13.792312747466974,0,N,20
36,36043,MORTGAGE,11,EDUCATION,B,8672,17.105113219068024,0,N,3
52,65532,OWN,12,EDUCATION,C,27364,7.018628459428738,0,N,13
67,121290,OTHER,8,EDUCATION,B,9043,5.2691243185288155,0,N,2
31,85936,OWN,37,DEBTCONSOLIDATION,B,6192,5.84922013232802,0,N,29
41,39239,MORTGAGE,5,MEDICAL,C,20217,5.4599530136250065,0,Y,27
41,30416,MORTGAGE,9,DEBTCONSOLIDATION,B,28368,15.498423198915367,1,N,26
65,23412,MORTGAGE,22,DEBTCONSOLIDATION,A,20627,8.674566305554773,1,N,29
49,101976,OWN,14,DEBTCONSOLIDATION,D,8657,17.86133162784064,0,N,13
57,44406,OTHER,22,PERSONAL,A,10125,18.24312525830114,0,Y,28
57,21875,RENT,39,VENTURE,B,34322,10.341304596805845,1,N,20
